fips,cases,deaths,lat,long,state,county,total_population
46119,267,2338,44.71571812,-100.1278092, South Dakota,Sully County,1305
46121,3868,31732,43.19338568,-100.7195503, South Dakota,Todd County,10195
46123,1704,15920,43.34459388,-99.8854891, South Dakota,Tripp County,5458
46125,2274,46540,43.3109081,-97.14865776, South Dakota,Turner County,8300
46127,4359,36694,42.83112163,-96.6557828, South Dakota,Union County,15368
46129,1495,16110,45.43019636,-100.0307514, South Dakota,Walworth County,5457
46135,6947,34862,43.00924485,-97.39467635, South Dakota,Yankton County,22717
46137,714,7791,44.97881876,-101.6654622, South Dakota,Ziebach County,2791
47001,27837,196144,36.12684348,-84.19965764, Tennessee,Anderson County,76061
47003,18099,140497,35.51123746,-86.45549096, Tennessee,Bedford County,48292
47005,5647,52906,36.07110411,-88.06849355, Tennessee,Benton County,16140
47007,5397,27138,35.59942968,-85.20611967, Tennessee,Bledsoe County,14836
47009,49182,248103,35.68938198,-83.92847788, Tennessee,Blount County,129927
47011,39048,217221,35.15739424,-84.857186, Tennessee,Bradley County,105749
47013,15863,88416,36.40355516,-84.1510856, Tennessee,Campbell County,39797
47015,5184,36739,35.80990797,-86.05738983, Tennessee,Cannon County,14178
47017,11612,92780,35.97366108,-88.45189331, Tennessee,Carroll County,27886
47019,21469,194498,36.28969086,-82.12588974, Tennessee,Carter County,56433
47021,13150,68928,36.26136216,-87.08903581, Tennessee,Cheatham County,40181
47023,7105,58668,35.42527478,-88.6095842, Tennessee,Chester County,17190
47025,11205,97918,36.48319149,-83.65947309, Tennessee,Claiborne County,31732
47027,2654,32082,36.55151008,-85.53930419, Tennessee,Clay County,7654
47029,14746,120717,35.9278914,-83.11828725, Tennessee,Cocke County,35552
47031,20927,150091,35.49090731,-86.07311784, Tennessee,Coffee County,55209
47033,6491,53647,35.81830662,-89.14916269, Tennessee,Crockett County,14399
47035,19480,181296,35.95271721,-84.99840585, Tennessee,Cumberland County,59216
47037,234734,1043783,36.17007426,-86.78646056, Tennessee,Davidson County,687488
47039,4561,40793,35.60048904,-88.11043779, Tennessee,Decatur County,11686
47041,7743,61421,35.97616272,-85.83689361, Tennessee,DeKalb County,19847
47043,20117,139517,36.14669837,-87.35891709, Tennessee,Dickson County,52680
47045,15687,123300,36.05931946,-89.41542855, Tennessee,Dyer County,37416
47047,14207,103285,35.19615831,-89.41399032, Tennessee,Fayette County,40164
47049,7050,67761,36.38128818,-84.92870012, Tennessee,Fentress County,18213
47051,16090,105002,35.15634626,-86.09201039, Tennessee,Franklin County,41725
47053,21830,159881,35.99438059,-88.93358327, Tennessee,Gibson County,49228
47055,11494,113082,35.20222469,-87.03992678, Tennessee,Giles County,29285
47057,8257,61342,36.27469206,-83.51254721, Tennessee,Grainger County,23101
47059,27875,211106,36.17470125,-82.84691273, Tennessee,Greene County,68834
47061,4624,41603,35.38433717,-85.72142731, Tennessee,Grundy County,13344
47063,24565,204702,36.21990035,-83.26586179, Tennessee,Hamblen County,64132
47065,121517,645047,35.17670231,-85.16652245, Tennessee,Hamilton County,360919
47067,2628,19334,36.52692871,-83.22375847, Tennessee,Hancock County,6587
47069,9510,74344,35.20772017,-88.99161161, Tennessee,Hardeman County,25443
47071,10850,85450,35.19732531,-88.18593755, Tennessee,Hardin County,25715
47073,21599,169090,36.44355426,-82.94885298, Tennessee,Hawkins County,56611
47075,8024,64638,35.58332824,-89.28536625, Tennessee,Haywood County,17623
47077,11099,93328,35.65581134,-88.38600175, Tennessee,Henderson County,27977
47079,10173,89451,36.33160906,-88.30121797, Tennessee,Henry County,32284
47081,8513,62546,35.80609681,-87.47643507, Tennessee,Hickman County,24813
47083,3051,37326,36.28872054,-87.71878828, Tennessee,Houston County,8164
47085,6123,40676,36.03958805,-87.77992872, Tennessee,Humphreys County,18435
47087,3887,36926,36.36380466,-85.67239905, Tennessee,Jackson County,11682
47089,19691,151575,36.04818632,-83.45148924, Tennessee,Jefferson County,53679
47091,6086,51938,36.4552395,-81.84886538, Tennessee,Johnson County,17753
47093,159010,792959,35.99508821,-83.94635435, Tennessee,Knox County,461104
47095,3175,26651,36.3418017,-89.48921915, Tennessee,Lake County,7401
47097,9391,60512,35.75893438,-89.6301591, Tennessee,Lauderdale County,25989
47099,16942,115357,35.21675201,-87.39787695, Tennessee,Lawrence County,43390
47101,4156,34210,35.52853208,-87.49022694, Tennessee,Lewis County,12027
47103,11767,90015,35.13738622,-86.58910106, Tennessee,Lincoln County,33924
47105,18722,102404,35.73939663,-84.31145275, Tennessee,Loudon County,52340
47107,19964,143048,35.42812616,-84.61520715, Tennessee,McMinn County,53053
47109,9542,70478,35.17468549,-88.5647812, Tennessee,McNairy County,25844
47111,10353,87371,36.53157855,-86.00778595, Tennessee,Macon County,23842
47113,39525,266856,35.61181957,-88.84076036, Tennessee,Madison County,97625
47115,11057,69071,35.12997174,-85.62265895, Tennessee,Marion County,28538
47117,12702,71385,35.45798777,-86.76420988, Tennessee,Marshall County,32965
47119,34959,202777,35.6187413,-87.07462444, Tennessee,Maury County,91976
47121,4158,31471,35.51558739,-84.81482914, Tennessee,Meigs County,12104
47123,18197,132618,35.44550387,-84.24902965, Tennessee,Monroe County,46064
47125,63290,317737,36.49609412,-87.38550661, Tennessee,Montgomery County,200180
47127,2736,21443,35.27724699,-86.36230578, Tennessee,Moore County,6378
47129,7807,46692,36.13248031,-84.64880098, Tennessee,Morgan County,21545
47131,13427,112563,36.35732446,-89.14921589, Tennessee,Obion County,30365
47133,8652,73175,36.34117832,-85.28989535, Tennessee,Overton County,22068
47135,2797,32377,35.63708728,-87.86139634, Tennessee,Perry County,7962
47137,2189,22813,36.55606529,-85.077633, Tennessee,Pickett County,5079
47139,5628,39626,35.12245443,-84.52075859, Tennessee,Polk County,16814
47141,29649,189714,36.14005459,-85.50646123, Tennessee,Putnam County,77447
47143,11773,91339,35.60536161,-84.93076643, Tennessee,Rhea County,32719
47145,19570,133335,35.84923189,-84.52458689, Tennessee,Roane County,53075
47147,25966,173734,36.52454807,-86.87346725, Tennessee,Robertson County,70280
47149,116550,522589,35.84591405,-86.4107263, Tennessee,Rutherford County,315815
47151,12150,63671,36.42325673,-84.50360494, Tennessee,Scott County,21969
47153,5146,36984,35.36979721,-85.41022136, Tennessee,Sequatchie County,14816
47155,36496,230667,35.78077323,-83.52244332, Tennessee,Sevier County,97068
47157,293130,1987561,35.1864775,-89.89692423, Tennessee,Shelby County,936374
47159,7304,48912,36.25359775,-85.95411046, Tennessee,Smith County,19740
47161,3766,34119,36.50235092,-87.83920548, Tennessee,Stewart County,13427
47163,59959,399208,36.51240691,-82.30412917, Tennessee,Sullivan County,157050
47165,65285,426587,36.46824103,-86.45917204, Tennessee,Sumner County,183437
47167,21981,131584,35.501942,-89.73694895, Tennessee,Tipton County,61447
47169,4726,26852,36.39026213,-86.16087954, Tennessee,Trousdale County,10231
47171,6797,57045,36.10890856,-82.43709629, Tennessee,Unicoi County,17811
47173,6979,41864,36.28590426,-83.83651902, Tennessee,Union County,19488
47175,2250,26139,35.69864497,-85.45221699, Tennessee,Van Buren County,5760
47177,15763,101384,35.6728299,-85.77969117, Tennessee,Warren County,40702
47179,49738,291294,36.29472368,-82.4945472, Tennessee,Washington County,127805
47181,6882,39863,35.23868267,-87.78644456, Tennessee,Wayne County,16693
47183,11817,86859,36.29896232,-88.71990865, Tennessee,Weakley County,33510
47185,9844,78781,35.92929884,-85.45591799, Tennessee,White County,26800
47187,75927,243876,35.89099229,-86.89281867, Tennessee,Williamson County,225389
47189,51406,288053,36.15496772,-86.29775884, Tennessee,Wilson County,136666
48001,10936,145652,31.81534745,-95.65354823, Texas,Anderson County,57810
48003,5083,46316,32.30468633,-102.6376548, Texas,Andrews County,18036
48005,17028,303953,31.25457347,-94.60901487, Texas,Angelina County,87322
48007,5538,51540,28.10556197,-96.9995047, Texas,Aransas County,24462
48009,2636,15704,33.61569967,-98.68754589, Texas,Archer County,8716
48011,694,6080,34.96507426,-101.3574874, Texas,Armstrong County,1973
48013,15698,149263,28.89333001,-98.52730485, Texas,Atascosa County,49528
48015,6992,43551,29.88548725,-96.27736949, Texas,Austin County,29764
48017,1761,22486,34.06854817,-102.8299707, Texas,Bailey County,7100
48019,4280,42613,29.74619598,-99.24598147, Texas,Bandera County,22215
48021,27223,134662,30.10370699,-97.31206354, Texas,Bastrop County,84522
48023,935,17516,33.61640794,-99.21352901, Texas,Baylor County,3577
48025,9956,92892,28.41761668,-97.74215593, Texas,Bee County,32611
48027,86041,525240,31.03736027,-97.4785025, Texas,Bell County,348574
48029,696535,3876364,29.44928723,-98.52019748, Texas,Bexar County,1952843
48031,3205,21276,30.26640707,-98.3999852, Texas,Blanco County,11478
48033,124,1405,32.74363984,-101.4316509, Texas,Borden County,613
48035,4877,41828,31.89978581,-97.63613524, Texas,Bosque County,18296
48037,24586,258303,33.44626922,-94.41834132, Texas,Bowie County,93373
48039,116752,602175,29.18757369,-95.44563172, Texas,Brazoria County,360677
48041,74935,271070,30.6636448,-96.30205577, Texas,Brazos County,222981
48043,1362,17660,29.81008251,-103.2520326, Texas,Brewster County,9231
48045,578,5252,34.53026962,-101.2084947, Texas,Briscoe County,1457
48047,2078,36235,27.03103197,-98.21808402, Texas,Brooks County,7141
48049,15236,136468,31.77430356,-98.99907113, Texas,Brown County,37855
48051,6096,42688,30.49273808,-96.62158484, Texas,Burleson County,18058
48053,13589,94007,30.78801353,-98.181887, Texas,Burnet County,46530
48055,17690,110916,29.83668859,-97.61814775, Texas,Caldwell County,42144
48057,7054,29208,28.47048236,-96.61633945, Texas,Calhoun County,21668
48059,3497,43634,32.29760619,-99.37326312, Texas,Callahan County,13856
48061,134825,1499360,26.14524221,-97.48140372, Texas,Cameron County,421666
48063,3564,47428,32.97195142,-94.97790104, Texas,Camp County,12878
48065,1748,19537,35.40365929,-101.3542669, Texas,Carson County,6009
48067,8889,111772,33.07499881,-94.34646905, Texas,Cass County,30059
48069,2799,30258,34.53016752,-102.2617243, Texas,Castro County,7673
48071,12807,39685,29.70972016,-94.67154501, Texas,Chambers County,41305
48073,9814,156645,31.837258,-95.16559897, Texas,Cherokee County,52118
48075,3040,18426,34.5293041,-100.2077916, Texas,Childress County,7253
48077,2523,20498,33.78686685,-98.20771198, Texas,Clay County,10403
48079,1038,14462,33.60425307,-102.8284499, Texas,Cochran County,2887
48081,1082,13092,31.88911733,-100.5297533, Texas,Coke County,3303
48083,2076,40829,31.76736834,-99.45240766, Texas,Coleman County,8334
48085,275582,907070,33.18820114,-96.57264368, Texas,Collin County,973977
48087,894,9270,34.96489496,-100.2700111, Texas,Collingsworth County,2969
48089,4544,37627,29.622098,-96.5273805, Texas,Colorado County,21224
48091,43203,343356,29.80811278,-98.27647225, Texas,Comal County,141642
48093,4045,49205,31.94854689,-98.55876441, Texas,Comanche County,13529
48095,1386,7450,31.32635934,-99.86473038, Texas,Concho County,3266
48097,8536,78329,33.63979567,-97.21240912, Texas,Cooke County,40041
48099,21346,118282,31.39078397,-97.79936155, Texas,Coryell County,75280
48101,388,6697,34.07783319,-100.2785062, Texas,Cottle County,1642
48103,1552,14800,31.43052248,-102.5143314, Texas,Crane County,4802
48105,1393,13706,30.72367027,-101.4134238, Texas,Crockett County,3484
48107,2296,29057,33.61431553,-101.3000364, Texas,Crosby County,5836
48109,552,9085,31.44506775,-104.5185739, Texas,Culberson County,2214
48111,2445,26217,36.27787176,-102.6020725, Texas,Dallam County,7304
48113,693901,4278488,32.76670599,-96.7779605, Texas,Dallas County,2606868
48115,3565,64229,32.74255572,-101.9477242, Texas,Dawson County,12813
48117,5802,72621,34.96522957,-102.6054267, Texas,Deaf Smith County,18736
48119,2063,14656,33.38570922,-95.66921122, Texas,Delta County,5249
48121,223181,819160,33.20521901,-97.11691153, Texas,Denton County,833822
48123,7310,66667,29.08101855,-97.3568117, Texas,DeWitt County,20340
48125,522,10099,33.61616822,-100.7788855, Texas,Dickens County,2203
48127,6194,32463,28.42270064,-99.75645095, Texas,Dimmit County,10438
48129,1317,15106,34.96517499,-100.8140093, Texas,Donley County,3342
48131,4357,44910,27.68184592,-98.50864568, Texas,Duval County,11268
48133,3427,62364,32.32743996,-98.83243566, Texas,Eastland County,18273
48135,43954,425221,31.86898877,-102.5429428, Texas,Ector County,160579
48137,581,6382,29.98202582,-100.304252, Texas,Edwards County,1918
48139,57701,355775,32.34894117,-96.79371841, Texas,Ellis County,173772
48141,255219,2465837,31.76980765,-106.2363275, Texas,El Paso County,836062
48143,9971,75678,32.23602653,-98.21773417, Texas,Erath County,41841
48145,4482,38003,31.25350609,-96.93630086, Texas,Falls County,17272
48147,8097,113435,33.59564294,-96.10751083, Texas,Fannin County,34537
48149,5485,69103,29.87788372,-96.92076062, Texas,Fayette County,25141
48151,730,14904,32.74281316,-100.4019302, Texas,Fisher County,3856
48153,2353,31044,34.07227468,-101.3031546, Texas,Floyd County,5803
48155,254,7618,33.97308618,-99.7767797, Texas,Foard County,1275
48157,245213,763697,29.52704478,-95.77219463, Texas,Fort Bend County,765394
48159,2669,26949,33.17653242,-95.21917243, Texas,Franklin County,10716
48161,4304,50931,31.70422788,-96.15072516, Texas,Freestone County,19714
48163,6666,55204,28.86751206,-99.10804207, Texas,Frio County,19871
48165,2397,49606,32.74055318,-102.6353295, Texas,Gaines County,20706
48167,119625,522618,29.40167322,-94.90469073, Texas,Galveston County,332885
48169,1498,19549,33.17969345,-101.2984114, Texas,Garza County,6070
48171,6267,62739,30.31824095,-98.94676915, Texas,Gillespie County,26459
48173,233,1969,31.86942909,-101.5207776, Texas,Glasscock County,1510
48175,1561,19056,28.65696592,-97.42760647, Texas,Goliad County,7565
48177,5355,62789,29.45634206,-97.49424032, Texas,Gonzales County,20731
48179,7080,71022,35.40081878,-100.8129222, Texas,Gray County,22410
48181,31681,382032,33.62744998,-96.67753461, Texas,Grayson County,131014
48183,27096,411018,32.47940482,-94.81591935, Texas,Gregg County,123443
48185,10180,79015,30.54579585,-95.98902499, Texas,Grimes County,27984
48187,45631,247993,29.58165339,-97.94786822, Texas,Guadalupe County,158966
48189,8442,160712,34.07044901,-101.8268114, Texas,Hale County,33826
48191,1299,14011,34.5307555,-100.6813852, Texas,Hall County,3048
48193,2106,23152,31.70470573,-98.11083887, Texas,Hamilton County,8332
48195,2336,20463,36.27743284,-101.3545796, Texas,Hansford County,5520
48197,647,11800,34.28944521,-99.74632408, Texas,Hardeman County,3945
48199,14553,146312,30.33364686,-94.38931817, Texas,Hardin County,56765
48201,1270743,7031805,29.85864939,-95.39339521, Texas,Harris County,4646630
48203,15767,136828,32.54935988,-94.36934071, Texas,Harrison County,66580
48205,1502,1985,35.84008013,-102.6029022, Texas,Hartley County,5669
48207,1129,24790,33.17823584,-99.73037358, Texas,Haskell County,5726
48209,78490,306089,30.05669873,-98.02944344, Texas,Hays County,213366
48211,1462,3533,35.83764858,-100.2703577, Texas,Hemphill County,3994
48213,18434,242620,32.21128872,-95.85846587, Texas,Henderson County,81070
48215,266997,2799582,26.39418217,-98.18299696, Texas,Hidalgo County,855176
48217,10140,116586,31.99045053,-97.13423143, Texas,Hill County,35689
48219,9414,104455,33.60771256,-102.3431676, Texas,Hockley County,23064
48221,15006,160373,32.42990927,-97.83242024, Texas,Hood County,58318
48223,8706,114231,33.14875072,-95.56351139, Texas,Hopkins County,36486
48225,4977,64377,31.31925973,-95.42226208, Texas,Houston County,22954
48227,8013,111109,32.30621324,-101.4356444, Texas,Howard County,36349
48229,1171,11370,31.45628381,-105.388178, Texas,Hudspeth County,4415
48231,19777,214373,33.12351514,-96.08551032, Texas,Hunt County,94162
48233,7627,79794,35.84006574,-101.3546643, Texas,Hutchinson County,21344
48235,605,1558,31.30375559,-100.982439, Texas,Irion County,1620
48237,1663,17091,33.23377248,-98.17283469, Texas,Jack County,8852
48239,3979,37312,28.95472367,-96.57749563, Texas,Jackson County,14816
48241,8173,112690,30.74685667,-94.02667579, Texas,Jasper County,35506
48243,275,5142,30.71490589,-104.1399973, Texas,Jeff Davis County,2241
48245,62928,514082,29.8832777,-94.16434171, Texas,Jefferson County,254340
48247,3797,14899,27.04453923,-98.6968187, Texas,Jim Hogg County,5231
48249,14177,128646,27.73103938,-98.0904705, Texas,Jim Wells County,40972
48251,52051,429720,32.37877812,-97.36615819, Texas,Johnson County,167212
48253,5340,56076,32.73997145,-99.87861576, Texas,Jones County,19943
48255,6399,43223,28.90705334,-97.85960149, Texas,Karnes County,15545
48257,42480,313579,32.5991417,-96.28734728, Texas,Kaufman County,123804
48259,9797,74501,29.94414155,-98.7113588, Texas,Kendall County,43769
48261,103,1729,26.92601662,-97.66413984, Texas,Kenedy County,568
48263,223,2280,33.18104136,-100.7780939, Texas,Kent County,647
48265,11003,106579,30.06040006,-99.34930144, Texas,Kerr County,51843
48267,933,8626,30.48678918,-99.74856473, Texas,Kimble County,4373
48269,56,0,33.61643847,-100.2558057, Texas,King County,237
48271,831,6886,29.34967888,-100.4186638, Texas,Kinney County,3659
48273,9248,97643,27.42435506,-97.69894948, Texas,Kleberg County,30974
48275,655,16741,33.60519951,-99.7422906, Texas,Knox County,3705
48277,11991,164407,33.66981763,-95.57404777, Texas,Lamar County,49611
48279,5132,80067,34.06859623,-102.3516289, Texas,Lamb County,13123
48281,6377,49429,31.19531316,-98.24206613, Texas,Lampasas County,20862
48283,2595,30071,28.34453111,-99.09908775, Texas,La Salle County,7416
48285,4894,78857,29.38508402,-96.93186692, Texas,Lavaca County,20021
48287,5226,40324,30.31120597,-96.97045773, Texas,Lee County,17058
48289,4308,53131,31.29872538,-95.9936328, Texas,Leon County,17225
48291,22202,240796,30.15152688,-94.81205615, Texas,Liberty County,83702
48293,6099,78694,31.5454767,-96.58095444, Texas,Limestone County,23417
48295,810,10420,36.27783108,-100.2733151, Texas,Lipscomb County,3398
48297,2425,26048,28.35101362,-98.1246786, Texas,Live Oak County,12139
48299,5107,56472,30.70645047,-98.68475262, Texas,Llano County,21047
48301,399,309,31.84947612,-103.5818571, Texas,Loving County,98
48303,113170,835308,33.61008596,-101.8204789, Texas,Lubbock County,304808
48305,1704,23905,33.17657705,-101.8162849, Texas,Lynn County,5830
48307,1927,26680,31.1925468,-99.34682807, Texas,McCulloch County,8057
48309,74888,551057,31.55255453,-97.20217694, Texas,McLennan County,251089
48311,186,5371,28.35251708,-98.56769164, Texas,McMullen County,774
48313,4316,33700,30.96694679,-95.93003775, Texas,Madison County,14197
48315,2033,37442,32.79868409,-94.3566123, Texas,Marion County,10017
48317,1409,18023,32.30600051,-101.9513518, Texas,Martin County,5649
48319,1054,6951,30.71780434,-99.22629416, Texas,Mason County,4186
48321,10283,117072,28.81955746,-96.01230294, Texas,Matagorda County,36774
48323,24140,320593,28.7429195,-100.3157686, Texas,Maverick County,58174
48325,12157,124267,29.3557301,-99.11030298, Texas,Medina County,50057
48327,656,7884,30.88990665,-99.8204794, Texas,Menard County,2119
48329,47911,306047,31.86904128,-102.0315682, Texas,Midland County,168167
48331,5999,59603,30.7858183,-96.97718698, Texas,Milam County,24770
48333,1620,21799,31.49557106,-98.59272068, Texas,Mills County,4889
48335,2111,30277,32.30623474,-100.9212058, Texas,Mitchell County,8523
48337,5368,75827,33.67521893,-97.72500958, Texas,Montague County,19489
48339,171715,761369,30.30079133,-95.50572772, Texas,Montgomery County,571949
48341,6331,73305,35.83769242,-101.8930281, Texas,Moore County,21399
48343,3002,41047,33.11304005,-94.73255695, Texas,Morris County,12373
48345,325,7663,34.07408766,-100.779722, Texas,Motley County,1252
48347,14882,174549,31.62017125,-94.61803994, Texas,Nacogdoches County,65339
48349,14445,140064,32.04620681,-96.47428766, Texas,Navarro County,48995
48351,1739,38617,30.78548982,-93.74408813, Texas,Newton County,13914
48353,3539,58546,32.30365282,-100.4060208, Texas,Nolan County,14904
48355,119838,846396,27.736286,-97.5433285, Texas,Nueces County,361540
48357,2674,29051,36.27829105,-100.8158184, Texas,Ochiltree County,10131
48359,649,4137,35.40425596,-102.6027606, Texas,Oldham County,2094
48361,17222,203973,30.11879481,-93.89412775, Texas,Orange County,84069
48363,8019,90755,32.75310985,-98.31319001, Texas,Palo Pinto County,28540
48365,5756,83762,32.1639596,-94.30552481, Texas,Panola County,23327
48367,40274,252559,32.77757172,-97.80500621, Texas,Parker County,133811
48369,2679,34925,34.52993409,-102.7844668, Texas,Parmer County,9718
48371,3630,41420,30.78097267,-102.7241261, Texas,Pecos County,15815
48373,9274,146823,30.79472531,-94.8276624, Texas,Polk County,48913
48375,43248,502311,35.40133773,-101.893964, Texas,Potter County,119674
48377,1213,24121,29.99954402,-104.2408079, Texas,Presidio County,6975
48379,2265,33736,32.87109387,-95.79232691, Texas,Rains County,11766
48381,29822,300260,34.96585996,-101.8971322, Texas,Randall County,134026
48383,991,9245,31.36607041,-101.5232659, Texas,Reagan County,3766
48385,1014,15392,29.83321503,-99.82018052, Texas,Real County,3408
48387,2768,42917,33.61886692,-95.04841765, Texas,Red River County,12171
48389,5625,45232,31.32323325,-103.6903896, Texas,Reeves County,15492
48391,2291,24086,28.3238976,-97.15766311, Texas,Refugio County,7145
48393,197,1088,35.83809685,-100.813175, Texas,Roberts County,805
48395,5350,46504,31.02539637,-96.51272246, Texas,Robertson County,16990
48397,31631,163339,32.89779518,-96.40771592, Texas,Rockwall County,97175
48399,2751,41051,31.8314342,-99.97616148, Texas,Runnels County,10277
48401,12586,133381,32.10773545,-94.76176432, Texas,Rusk County,53755
48403,1530,52507,31.34318809,-93.85440451, Texas,Sabine County,10471
48405,1216,30789,31.39457611,-94.17000399, Texas,San Augustine County,8286
48407,6681,56601,30.57933681,-95.16260304, Texas,San Jacinto County,28180
48409,14533,205599,28.00880118,-97.51763891, Texas,San Patricio County,67008
48411,1498,22158,31.1577796,-98.81758731, Texas,San Saba County,5991
48413,599,6291,30.89740592,-100.5384842, Texas,Schleicher County,2983
48415,6138,64497,32.74613808,-100.9162664, Texas,Scurry County,17096
48417,1099,6095,32.73587756,-99.35401337, Texas,Shackelford County,3296
48419,5384,82066,31.79211404,-94.14550696, Texas,Shelby County,25349
48421,539,10749,36.27751473,-101.8933156, Texas,Sherman County,3059
48423,56943,574442,32.37474036,-95.2717568, Texas,Smith County,227449
48425,2227,19590,32.22236802,-97.77403489, Texas,Somervell County,8860
48427,24115,269183,26.56150059,-98.73892358, Texas,Starr County,64078
48429,2129,28269,32.73553157,-98.83631615, Texas,Stephens County,9364
48431,328,4283,31.82781912,-101.0500746, Texas,Sterling County,1231
48433,423,4888,33.17906744,-100.2538401, Texas,Stonewall County,1476
48435,938,8402,30.49856623,-100.5382014, Texas,Sutton County,3824
48437,2671,20030,34.53028891,-101.7349174, Texas,Swisher County,7432
48439,684688,3701263,32.77143818,-97.29101614, Texas,Tarrant County,2049770
48441,40761,438404,32.30163422,-99.89007449, Texas,Taylor County,136870
48443,140,2000,30.22429013,-102.0766732, Texas,Terrell County,896
48445,2939,54059,33.17402785,-102.3354521, Texas,Terry County,12528
48447,295,5454,33.17751417,-99.21226795, Texas,Throckmorton County,1436
48449,10239,84063,33.21339719,-94.96797273, Texas,Titus County,32640
48451,40860,297975,31.40464436,-100.462443, Texas,Tom Green County,117986
48453,331544,1118016,30.33432034,-97.7853562, Texas,Travis County,1226805
48455,3253,40836,31.0879489,-95.1367187, Texas,Trinity County,14620
48457,5164,49697,30.77031716,-94.37690895, Texas,Tyler County,21518
48459,9082,103167,32.73706798,-94.93999853, Texas,Upshur County,41018
48461,961,11029,31.36868194,-102.0423217, Texas,Upton County,3659
48463,11531,86542,29.35739637,-99.76229172, Texas,Uvalde County,26920
48465,15864,208368,29.89149232,-101.1525205, Texas,Val Verde County,48969
48467,12706,160868,32.56483801,-95.83766469, Texas,Van Zandt County,55103
48469,23161,255265,28.79780988,-96.96813006, Texas,Victoria County,92109
48471,22440,140654,30.73872995,-95.57440968, Texas,Walker County,72321
48473,11609,61637,30.01058447,-95.99011759, Texas,Waller County,51832
48475,3311,26025,31.50999644,-103.0927909, Texas,Ward County,11658
48477,11011,101745,30.21498498,-96.40946246, Texas,Washington County,35163
48479,111458,722355,27.7610369,-99.33237355, Texas,Webb County,273526
48481,11542,136076,29.27765923,-96.22319248, Texas,Wharton County,41577
48483,1350,12521,35.40114335,-100.2699514, Texas,Wheeler County,5338
48485,41169,406741,33.98842886,-98.7041034, Texas,Wichita County,131596
48487,4233,53856,34.07945812,-99.24178437, Texas,Wilbarger County,12833
48489,8750,90350,26.47411727,-97.61535848, Texas,Willacy County,21588
48491,169838,550567,30.64655664,-97.6004854, Texas,Williamson County,547604
48493,12815,94663,29.1732598,-98.08693082, Texas,Wilson County,49173
48495,2218,21729,31.85008651,-103.0485163, Texas,Winkler County,7867
48497,19630,154484,33.21570665,-97.65460265, Texas,Wise County,66290
48499,9778,166581,32.78722382,-95.38236368, Texas,Wood County,44366
48501,1645,26801,33.17320212,-102.8276433, Texas,Yoakum County,8631
48503,4475,54332,33.17659707,-98.68790885, Texas,Young County,18036
48505,4499,33958,27.00156391,-99.16987152, Texas,Zapata County,14304
48507,4530,43428,28.86617238,-99.76050829, Texas,Zavala County,12039
49001,1,0,38.35657051,-113.2342232, Utah,Beaver County,6517
49003,0,0,41.52106798,-113.0832816, Utah,Box Elder County,53946
49005,37,0,41.72330587,-111.7443667, Utah,Cache County,124165
49007,2,0,39.64834818,-110.5872512, Utah,Carbon County,20308
49009,0,0,40.88798265,-109.5121093, Utah,Daggett County,613
49011,119310,228750,40.99001837,-112.1139997, Utah,Davis County,345767
49013,3,0,40.29772254,-110.425237, Utah,Duchesne County,20148
49015,3,0,38.99617072,-110.7013958, Utah,Emery County,10117
49017,1,0,37.85447192,-111.4418764, Utah,Garfield County,4998
49019,4,0,38.98103848,-109.5704487, Utah,Grand County,9640
49021,15,0,37.8590362,-113.2897381, Utah,Iron County,51213
49023,0,0,39.70208397,-112.7809245, Utah,Juab County,11301
49025,3,0,37.28507306,-111.8861752, Utah,Kane County,7484
49027,0,0,39.0729209,-113.1020328, Utah,Millard County,12854
49029,0,0,41.08830262,-111.5727723, Utah,Morgan County,11664
49031,0,0,38.33815254,-112.1249591, Utah,Piute County,1866
49033,0,0,41.63137678,-111.2445105, Utah,Rich County,2389
49035,408568,1012707,40.66616532,-111.9216011, Utah,Salt Lake County,1133646
49037,5096,37461,37.62762978,-109.8033714, Utah,San Juan County,15302
49039,0,0,39.37231946,-111.5758676, Utah,Sanpete County,29850
49041,0,0,38.74837146,-111.8050275, Utah,Sevier County,21280
49043,15912,14708,40.86688146,-110.9535882, Utah,Summit County,41103
49045,24981,56576,40.44862644,-113.1295715, Utah,Tooele County,67397
49047,6,0,40.12491499,-109.5174415, Utah,Uintah County,36084
49049,225635,468848,40.1166722,-111.6657662, Utah,Utah County,605490
49051,12181,23244,40.33110236,-111.1691419, Utah,Wasatch County,31708
49053,77,21,37.28003525,-113.504698, Utah,Washington County,165811
49055,0,0,38.32335822,-110.9096801, Utah,Wayne County,2689
49057,0,0,41.27116049,-111.9145117, Utah,Weber County,251498
50001,6940,10675,44.03217337,-73.14130877, Vermont,Addison County,36882
50003,12193,32857,43.03519828,-73.09048868, Vermont,Bennington County,35746
50005,6524,14146,44.46548598,-72.10314651, Vermont,Caledonia County,30234
50007,39572,115103,44.46322849,-73.08359212, Vermont,Chittenden County,162646
50009,1461,1787,44.72736416,-71.73579864, Vermont,Essex County,6200
50011,11672,41901,44.85627605,-72.91249563, Vermont,Franklin County,49116
50013,1292,2602,44.7975824,-73.29679772, Vermont,Grand Isle County,7022
50015,4351,8335,44.60353043,-72.64356694, Vermont,Lamoille County,25318
50017,5124,6355,44.00470222,-72.37640104, Vermont,Orange County,28908
50019,7152,18575,44.82964024,-72.24562697, Vermont,Orleans County,26901
